Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"T Puschmann, M Huang-Sui","A taxonomy for decentralized finance",2024,"International Review of Financial Analysis","Elsevier","https://www.sciencedirect.com/science/article/pii/S1057521924000152","https://scholar.google.com/scholar?cites=3056600026657736618&as_sdt=2005&sciodt=2007&hl=en",11,"2024-08-08 14:07:04","HTML","","","",,,,,7,7.00,4,2,1,"… Decentralized Finance (‘DeFi’) has gained tremendous … Financial instruments and services that are based on smart contracts are being referred to as ‘Decentralized Finance’ (‘DeFi’), a …","https://www.sciencedirect.com/science/article/pii/S1057521924000152","https://scholar.google.com/scholar?q=related:qkdimYc5ayoJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
7,"L Heimbach, V Pahari, E Schertenleib","Non-atomic arbitrage in decentralized finance",2024,"arXiv preprint arXiv:2401.01622","arxiv.org","https://arxiv.org/abs/2401.01622","https://scholar.google.com/scholar?cites=11175343883572998255&as_sdt=2005&sciodt=2007&hl=en",80,"2024-08-08 14:07:04","","","","",,,,,7,7.00,2,3,1,"… of decentralized exchanges (DEXes) has made the trading of cryptocurrencies a centerpiece of decentralized finance (DeFi… it is home to the by far largest portion of DeFi applications [2]. …","https://arxiv.org/pdf/2401.01622","https://scholar.google.com/scholar?q=related:b_Azdw3MFpsJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
7,"R Alt, G Fridgen, Y Chang","The future of fintech—Towards ubiquitous financial services",2024,"Electronic Markets","Springer","https://link.springer.com/article/10.1007/s12525-023-00687-8","https://scholar.google.com/scholar?cites=4094111512290650406&as_sdt=2005&sciodt=2007&hl=en",182,"2024-08-08 14:07:04","HTML","10.1007/s12525-023-00687-8","","",,,,,7,7.00,2,3,1,"… DeFi platforms, their governance often maintains a centralized element (Barbereau et al., 2023). DeFi is thus unlikely to fully substitute centralized finance … and decentralized solutions (…","https://link.springer.com/article/10.1007/s12525-023-00687-8","https://scholar.google.com/scholar?q=related:JunrmLo00TgJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
5,"A Alamsyah, GNW Kusuma, DP Ramadhani","A Review on Decentralized Finance Ecosystems",2024,"Future Internet","mdpi.com","https://www.mdpi.com/1999-5903/16/3/76","https://scholar.google.com/scholar?cites=166313750812485116&as_sdt=2005&sciodt=2007&hl=en",5,"2024-08-08 14:07:04","HTML","","","",,,,,5,5.00,2,3,1,"… in finance; we call this “decentralized finance” (DeFi). As of January 2023, the DeFi crypto market … As DeFi continues to outperform traditional finance (TradFi), it provides reduced fees, …","https://www.mdpi.com/1999-5903/16/3/76","https://scholar.google.com/scholar?q=related:_OVwpnndTgIJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
4,"SM Bhambhwani, AH Huang","Auditing decentralized finance",2024,"The British Accounting Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0890838923001270","https://scholar.google.com/scholar?cites=7940565146456804138&as_sdt=2005&sciodt=2007&hl=en",17,"2024-08-08 14:07:04","HTML","","","",,,,,4,4.00,2,2,1,"… Overall, our findings suggest that DeFi users and investors perceive audits as providing … as governed solely by decentralized protocols. We show that DeFi protocol deposits and their …","https://www.sciencedirect.com/science/article/pii/S0890838923001270","https://scholar.google.com/scholar?q=related:KstnBu6NMm4J:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
3,"CR Harvey, D Rabetti","International business and decentralized finance",2024,"Journal of International Business Studies","Springer","https://link.springer.com/article/10.1057/s41267-024-00705-7","https://scholar.google.com/scholar?cites=17876896328055128675&as_sdt=2005&sciodt=2007&hl=en",15,"2024-08-08 14:07:04","HTML","10.1057/s41267-024-00705-7","","",,,,,3,3.00,2,2,1,"… La finance décentralisée (Decentralized finance – DeFi) a le potentiel de transformer les affaires internationales (International Business – IB) en offrant des services financiers …","https://link.springer.com/article/10.1057/s41267-024-00705-7","https://scholar.google.com/scholar?q=related:YwI2mH5-F_gJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
3,"LTM Nguyen, PT Nguyen","Determinants of cryptocurrency and decentralized finance adoption-A configurational exploration",2024,"Technological Forecasting and Social Change","Elsevier","https://www.sciencedirect.com/science/article/pii/S0040162524000404","https://scholar.google.com/scholar?cites=16003397445258576460&as_sdt=2005&sciodt=2007&hl=en",99,"2024-08-08 14:07:04","HTML","","","",,,,,3,3.00,2,2,1,"… Overall, given the potential roles of cryptocurrency and DeFi in addressing issues about financial inclusion, we argue that future orientation is an important determinant of these two …","https://www.sciencedirect.com/science/article/pii/S0040162524000404","https://scholar.google.com/scholar?q=related:TAII1C99F94J:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
3,"M Fakhfekh, A Bejaoui, AF Bariviera, A Jeribi","Dependence structure between NFT, DeFi and cryptocurrencies in turbulent times: An Archimax copula approach",2024,"… of Economics and Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S1062940824000032","https://scholar.google.com/scholar?cites=10927199802889067817&as_sdt=2005&sciodt=2007&hl=en",112,"2024-08-08 14:07:04","HTML","","","",,,,,3,3.00,1,4,1,"… Cryptocurrencies have been subject to increasing scrutiny in the financial economics realm. … fungible tokens (NFT), and Decentralized Finance projects (DeFi). Daily volume exceeds 60 …","https://www.sciencedirect.com/science/article/pii/S1062940824000032","https://scholar.google.com/scholar?q=related:Kd3rcFM2pZcJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
3,"H Wu, Q Yao, Z Liu, B Huang, Y Zhuang…","Blockchain for finance: A survey",2024,"IET …","Wiley Online Library","https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/blc2.12067","https://scholar.google.com/scholar?cites=12820229738322373524&as_sdt=2005&sciodt=2007&hl=en",147,"2024-08-08 14:07:04","","10.1049/blc2.12067","","",,,,,3,3.00,1,6,1,"… Financial blockchain contributes technical support and infrastructure for DeFi, enabling the feasibility of decentralized financial … in the financial sector from the perspective of DeFi. We …","https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/blc2.12067","https://scholar.google.com/scholar?q=related:lKuawwWb6rEJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
2,"K Gogol, C Killer, M Schlosser, T Bocek, B Stiller…","SoK: Decentralized Finance (DeFi)--Fundamentals, Taxonomy and Risks",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2404.11281","https://scholar.google.com/scholar?cites=4298095470647973257&as_sdt=2005&sciodt=2007&hl=en",7,"2024-08-08 14:07:04","","","","",,,,,2,2.00,0,6,1,"… Finance Department, University of Zurich, Switzerland Abstract—Decentralized Finance (DeFi) refers to financial … By employing blockchain for security and integrity, DeFi creates new …","https://arxiv.org/pdf/2404.11281","https://scholar.google.com/scholar?q=related:iRWw6g7npTsJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
2,"X Deng, SM Beillahi, C Minwalla, H Du…","Safeguarding DeFi Smart Contracts against Oracle Deviations",2024,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3597503.3639225","https://scholar.google.com/scholar?cites=615716727362205057&as_sdt=2005&sciodt=2007&hl=en",86,"2024-08-08 14:07:04","","10.1145/3597503.3639225","","",,,,,2,2.00,0,5,1,"… This paper presents OVer, a framework designed to automatically analyze the behavior of decentralized finance (DeFi) protocols when subjected to a ""skewed"" oracle input. OVer firstly …","https://arxiv.org/pdf/2401.06044","https://scholar.google.com/scholar?q=related:gbWw8Bl3iwgJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
2,"A Trozze, B Kleinberg, T Davies","Detecting DeFi securities violations from token smart contract code",2024,"Financial Innovation","Springer","https://link.springer.com/article/10.1186/s40854-023-00572-5","https://scholar.google.com/scholar?cites=9632834023306707621&as_sdt=2005&sciodt=2007&hl=en",98,"2024-08-08 14:07:04","HTML","10.1186/s40854-023-00572-5","","",,,,,2,2.00,1,3,1,"… Decentralized Finance (DeFi) is a system of financial products and services built and delivered through smart contracts on various blockchains. In recent years, DeFi has … in DeFi poses …","https://link.springer.com/article/10.1186/s40854-023-00572-5","https://scholar.google.com/scholar?q=related:pUJ-24GzroUJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
2,"Y Maouchi, M Fakhfekh, L Charfeddine…","Is digital gold a hedge, safe haven, or diversifier? An analysis of cryptocurrencies, DeFi tokens, and NFTs",2024,"Applied Economics","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/00036846.2023.2299217","https://scholar.google.com/scholar?cites=18398490583657016027&as_sdt=2005&sciodt=2007&hl=en",121,"2024-08-08 14:07:04","","10.1080/00036846.2023.2299217","","",,,,,2,2.00,1,4,1,"… Empirically, we investigate the financial properties (… (NFTs), and Decentralized Finance (DeFi) tokens, considering major … Several financial implications for investors and policymakers …","","https://scholar.google.com/scholar?q=related:2-o-2rSRVP8J:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
2,"L Weidener, C Spreckelsen","Decentralized science (DeSci): definition, shared values, and guiding principles",2024,"Frontiers in Blockchain","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fbloc.2024.1375763/full","https://scholar.google.com/scholar?cites=3841090366115292564&as_sdt=2005&sciodt=2007&hl=en",175,"2024-08-08 14:07:04","","10.3389/fbloc.2024.1375763","","",,,,,2,2.00,1,2,1,"… and the concept of ‘Decentralized Finance (DeFi)’ (Koepsell, 2022). While DeFi emerged and aims to create a more open, transparent, and accessible financial system by leveraging …","https://www.frontiersin.org/journals/blockchain/articles/10.3389/fbloc.2024.1375763/pdf","https://scholar.google.com/scholar?q=related:lCV6RlZLTjUJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
2,"Y Chaleenutthawut, V Davydov, M Evdokimov…","Loan Portfolio Dataset From MakerDAO Blockchain Project",2024,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10423641/","https://scholar.google.com/scholar?cites=15000687723976156162&as_sdt=2005&sciodt=2007&hl=en",188,"2024-08-08 14:07:04","","","","",,,,,2,2.00,1,4,1,"… ABSTRACT Decentralized finance (DeFi) offers a range of financial instruments and … to analyze lending in the DeFi project Maker from a traditional finance perspective. The outcome is …","https://ieeexplore.ieee.org/iel7/6287639/6514899/10423641.pdf","https://scholar.google.com/scholar?q=related:AmQpBgImLdAJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"K Schuler, AS Cloots, F Schär","On DeFi and On-Chain CeFi: How (Not) to Regulate Decentralized Finance",2024,"Journal of Financial Regulation","academic.oup.com","https://academic.oup.com/jfr/advance-article-abstract/doi/10.1093/jfr/fjad014/7606986","https://scholar.google.com/scholar?cites=9212619699508224929&as_sdt=2005&sciodt=2007&hl=en",4,"2024-08-08 14:07:04","","10.1093/jfr/fjad014/7606986","","",,,,,1,1.00,0,3,1,"… the factual decentralization of blockchain-based financial infrastructure, commonly referred to as ‘decentralized finance’ (DeFi). It discusses various centralization vectors along the DeFi …","https://academic.oup.com/jfr/advance-article-pdf/doi/10.1093/jfr/fjad014/56809442/fjad014.pdf","https://scholar.google.com/scholar?q=related:oSP0X87M2X8J:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"T Bourveau, J Brendel, J Schoenfeld","Decentralized Finance (DeFi) assurance: early evidence",2024,"Review of Accounting Studies","Springer","https://link.springer.com/article/10.1007/s11142-024-09834-8","https://scholar.google.com/scholar?cites=4104279023632835444&as_sdt=2005&sciodt=2007&hl=en",8,"2024-08-08 14:07:04","HTML","10.1007/s11142-024-09834-8","","",,,,,1,1.00,0,3,1,"… as decentralized finance (DeFi) has emerged that allows market participants to conduct transactions without third-party intermediaries. DeFi … DeFi audits aim to identify and prevent …","https://link.springer.com/article/10.1007/s11142-024-09834-8","https://scholar.google.com/scholar?q=related:dOO4zgZU9TgJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"PP Momtaz","Decentralized finance (DeFi) markets for startups: search frictions, intermediation, and the efficiency of the ICO market",2024,"Small Business Economics","Springer","https://link.springer.com/article/10.1007/s11187-024-00886-3","https://scholar.google.com/scholar?cites=6453658298441357806&as_sdt=2005&sciodt=2007&hl=en",9,"2024-08-08 14:07:04","HTML","10.1007/s11187-024-00886-3","","",,,,,1,1.00,1,1,1,"… Decentralized Finance (DeFi) markets may require a substantial degree of centralization to … in a decentralized market. Centralization reduces trading delays and improves decentralized …","https://link.springer.com/article/10.1007/s11187-024-00886-3","https://scholar.google.com/scholar?q=related:7llZjAcAkFkJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"DS Singh","DECENTRALIZED FINANCE (DEFI): EXPLORING THE ROLE OF BLOCKCHAIN AND CRYPTOCURRENCY IN FINANCIAL ECOSYSTEMS",2024,"International Research Journal of Modernization in …","researchgate.net","https://www.researchgate.net/profile/Shashank-Singh-127/publication/379607193_DECENTRALIZED_FINANCE_DEFI_EXPLORING_THE_ROLE_OF_BLOCKCHAIN_AND_CRYPTOCURRENCY_IN_FINANCIAL_ECOSYSTEMS/links/661102f17476d47e4443c9d5/DECENTRALIZED-FINANCE-DEFI-EXPLORING-THE-ROLE-OF-BLOCKCHAIN-AND-CRYPTOCURRENCY-IN-FINANCIAL-ECOSYSTEMS.pdf","https://scholar.google.com/scholar?cites=4782779670963798444&as_sdt=2005&sciodt=2007&hl=en",12,"2024-08-08 14:07:04","PDF","","","",,,,,1,1.00,1,1,1,"… and decentralized exchanges, this study aims to provide a holistic understanding of the profound impact of DeFi on financial … of DeFi in fostering financial inclusion, accessibility, and a …","https://www.researchgate.net/profile/Shashank-Singh-127/publication/379607193_DECENTRALIZED_FINANCE_DEFI_EXPLORING_THE_ROLE_OF_BLOCKCHAIN_AND_CRYPTOCURRENCY_IN_FINANCIAL_ECOSYSTEMS/links/661102f17476d47e4443c9d5/DECENTRALIZED-FINANCE-DEFI-EXPLORING-THE-ROLE-OF-BLOCKCHAIN-AND-CRYPTOCURRENCY-IN-FINANCIAL-ECOSYSTEMS.pdf","https://scholar.google.com/scholar?q=related:rMHBPsXYX0IJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"VK Manda, AM Abukari, V Gupta…","Revolutionizing Finance With Decentralized Finance (DeFi)",2024,"Decentralizing the Online …","igi-global.com","https://www.igi-global.com/chapter/revolutionizing-finance-with-decentralized-finance-defi/342262","https://scholar.google.com/scholar?cites=1397372418175470795&as_sdt=2005&sciodt=2007&hl=en",13,"2024-08-08 14:07:04","","","","",,,,,1,1.00,0,4,1,"… The name Decentralized Finance or DeFi was coined in a Telegram group comprising … -based financial services without the need for traditional intermediary financial institutions. A …","","https://scholar.google.com/scholar?q=related:ywxHjM92ZBMJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"S Basly","Artificial Intelligence and the Future of Decentralized Finance",2024,"Decentralized Finance: The Impact of Blockchain …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-49515-1_10","https://scholar.google.com/scholar?cites=9974850984101945157&as_sdt=2005&sciodt=2007&hl=en",21,"2024-08-08 14:07:04","","10.1007/978-3-031-49515-1_10","","",,,,,1,1.00,1,1,1,"… Decentralized finance, or DeFi, is an innovative financial … technology, DeFi platforms offer an array of financial services, from … healthcare to transportation to finance. The fusion of AI and …","","https://scholar.google.com/scholar?q=related:RR_a-h7KbYoJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"T Alam, MA Ali, MH Rahman","Front-running attack in decentralized finance in the metaverse: A systematic review",2024,"… Journal of Science and Research Archive","ijsra.net","https://ijsra.net/content/front-running-attack-decentralized-finance-metaverse-systematic-review","https://scholar.google.com/scholar?cites=3662496292306033605&as_sdt=2005&sciodt=2007&hl=en",30,"2024-08-08 14:07:04","","","","",,,,,1,1.00,0,3,1,"… The article discusses Decentralized Finance (DeFi) and its role in the … decentralized financial services, compares DeFi and CeFi … This new financial concept is Decentralized Finance. A …","https://ijsra.net/sites/default/files/IJSRA-2024-0332.pdf","https://scholar.google.com/scholar?q=related:xRsWHvnM0zIJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"SV Jin","… of blockchain technologies, cryptocurrencies, and non-fungible tokens (NFTs) in Artificial Intelligence-Driven FinTech and decentralized finance (DeFi)",2024,"Telematics and Informatics Reports","Elsevier","https://www.sciencedirect.com/science/article/pii/S2772503024000148","https://scholar.google.com/scholar?cites=4031356465051408445&as_sdt=2005&sciodt=2007&hl=en",34,"2024-08-08 14:07:04","HTML","","","",,,,,1,1.00,1,1,1,"… Drawing from the literature on decentralized finance (DeFi) and third-level digital (in)… Unique theoretical contributions to the literature on the intersection of DeFi and third-level digital (in)…","https://www.sciencedirect.com/science/article/pii/S2772503024000148","https://scholar.google.com/scholar?q=related:PRhdjlhB8jcJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"J Kaur","Decentralized Finance (DeFi) and Blockchain Technology in Healthcare: A Promising Confluence for Enhanced Security, Data Interoperability, and Patient",2024,"… Transfer in Accountancy, Auditing, and Finance","igi-global.com","https://www.igi-global.com/chapter/decentralized-finance-defi-and-blockchain-technology-in-healthcare/340176","https://scholar.google.com/scholar?cites=11078420782837999171&as_sdt=2005&sciodt=2007&hl=en",42,"2024-08-08 14:07:04","","","","",,,,,1,1.00,1,1,1,"… Decentralized Finance (DeFi) and block chain technology are two groundbreaking innovations that have the potential to revolutionize traditional financial … the convergence of DeFi and …","","https://scholar.google.com/scholar?q=related:QyZdiQF1vpkJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"J Bertomeu, X Martin, I Sall","Measuring DeFi risk",2024,"Finance Research Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S1544612324003519","https://scholar.google.com/scholar?cites=8107487565822931463&as_sdt=2005&sciodt=2007&hl=en",54,"2024-08-08 14:07:04","","","","",,,,,1,1.00,0,3,1,"… Decentralized finance (DeFi) lending has grown from nonexistent in 2017 to nearly $45 billion in total value locked across the three largest protocols in December 2021 before falling to …","","https://scholar.google.com/scholar?q=related:B7LFXfyUg3AJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
1,"A Alamsyah, IF Muhammad","Unraveling the crypto market: A journey into decentralized finance transaction network",2024,"Digital Business","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666954424000024","https://scholar.google.com/scholar?cites=5268193843447039916&as_sdt=2005&sciodt=2007&hl=en",61,"2024-08-08 14:07:04","HTML","","","",,,,,1,1.00,1,2,1,"… Decentralized Finance (DeFi) is an emergent financial technology based on secure distributed ledgers similar to those used by cryptocurrencies. It removes the control banks and …","https://www.sciencedirect.com/science/article/pii/S2666954424000024","https://scholar.google.com/scholar?q=related:rIePdmNiHEkJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=2007&as_ylo=2024"
